machine_record_index,Volume,Closing Price,SMA,EMA,MACD,Trend
69,997,88.0493482967251,67.22037178936958,61.44283086650678,8.168125734415788,0
70,439,41.87320037138129,61.226032766385856,54.91962070146495,0.759689536806043,1
71,191,45.74474492536743,53.175049644054035,51.861328776099114,0.4223344346914786,0
72,466,19.43822498792328,41.56960246548412,41.05362751337384,-7.187392422225891,1
73,554,76.36646854844372,54.29439742596817,52.8245745250638,4.456886004196406,0
74,527,26.405549062836226,41.965637579190386,44.018232704321285,-5.249024686281487,1
75,608,60.75685828169527,45.74236916125318,49.59777456344595,-2.7911778280013877,1
76,875,85.6638987290138,53.726199921982456,61.61981595196857,3.923915630842828,0
77,134,18.028389584085055,53.44423284121482,47.0893404960074,-6.12185099993377,1
78,305,58.18020076139712,49.80697928380549,50.786293917803974,-0.10660926350141864,0
79,180,30.98947703948211,50.72376487913467,44.18735495836336,-2.8325495695011327,1
80,661,40.863417785043424,46.74507677980431,43.07937590059005,-6.283938963859434,1
81,971,52.65729472875005,40.14375597975155,46.27201550997672,-0.1419615571415065,0
82,487,41.95938729513743,44.92995552196203,44.83447277169696,-1.586686539067621,1
83,101,68.39405562624184,46.972726494930974,52.68766705654525,4.379065187374472,0
84,489,53.162389157882515,51.40730891861106,52.84590775699101,1.7269588736569688,1
85,665,62.57795362427523,55.75021608645741,56.08992304608576,6.120017073099078,1
86,205,76.31402278554216,60.481561697815835,62.83128962590457,8.702344176025733,0
87,871,60.196803935539364,64.12904502589622,61.953127729116176,7.870853474750334,1
88,921,62.78818911946832,63.007871724541516,62.23148152590022,10.055516405663163,0
89,576,60.80126882703772,64.53564765837255,61.754743959612725,6.01437223579628,0
90,802,44.08953633561604,60.83796420064073,55.8663414182805,1.3001917299458086,0
91,501,40.37021504847263,53.649202653226816,50.70096596167788,-4.64691189407268,1
92,829,90.9682657430511,59.803495014729165,64.12339922213562,4.6001173698844084,0
93,655,64.67997000642156,60.1818511921198,64.30892281689759,3.7837513581737667,0
94,261,31.991783991818906,54.41995422507605,53.536543208538035,-6.157994641575918,1
95,301,54.842292806404615,56.570505519233755,53.97179307449356,-4.593431207300618,0
96,369,39.73136331528226,56.44273517259569,49.224983154756465,-8.2209889734877,1
97,962,94.03226413838871,57.05553485166321,64.16074348263388,4.0935788115469265,0
98,915,10.678092682066726,46.25515938679224,46.33319321577816,-8.2643106133525,1
99,370,30.27995179412754,45.912792947253976,40.982112741894625,-11.122320075451725,1
100,555,42.882113770665185,43.520757140106085,41.61544641815148,-8.8301467867946,1
101,561,53.90288207278641,46.35506089160692,45.711258303029794,-4.159469339062021,1
102,826,86.57357660525317,44.86332338497981,59.33203107043759,5.920966739209355,0
103,351,17.90988620861295,46.30968209028905,45.52464944982938,-6.014720811410541,1
104,801,82.52783980670291,56.75925969280413,57.859046235453896,7.0230448022429925,0
105,395,15.008814042127781,51.18459974709664,43.57563550434519,-3.1211029318412358,1
106,824,85.80826317683635,57.56567596790662,57.65317806184225,6.47173302690436,0
107,819,14.647193008706155,43.180399248597226,43.317849710796885,-4.514003674332791,0
108,848,11.641823328552494,41.92678667258514,32.75917425004876,-12.731884136186771,1
109,437,72.72653161297794,39.96652503384014,46.081626704358484,2.366046028573855,1
110,978,99.75299812915549,56.91536185124569,63.972083845957485,12.833594382915457,0
111,152,90.69492366766187,57.892693949410784,72.87969711985895,16.70662666735572,0
112,891,61.8398576025094,67.33122686817144,69.19975061407577,11.446868175585529,1
113,316,92.56560517769785,83.5159832380005,76.9883688019498,16.013592771383607,0
114,863,10.477000575784487,71.06607703056181,54.81791272656137,0.1845180317842292,1
115,287,97.75604466506283,70.66668633774329,69.13062337272854,7.843382139913906,0
116,479,54.1673901332906,63.36117963086904,64.14287895958256,5.219008532885624,1
117,592,75.06064869595981,66.00533784955911,67.78213553837497,3.8539455571920413,1
118,140,83.87753258380172,64.26772333077989,73.14726788685056,9.379972121753838,0
119,256,74.66115437528983,77.10455409068095,73.65189671633031,4.883437504018289,0
120,114,58.15330588404195,69.18400633447678,68.4856997722342,-4.158716319701952,0
121,912,52.89575357137708,68.92967902209406,63.28905103861516,-7.702800216520906,1
122,164,85.47243028323624,71.01203533954936,70.68351078682218,0.8817068521793772,0
123,956,28.45698041345132,59.92792490547928,56.608000662365235,-8.007308001093357,1
124,938,97.11946598538108,64.41958722749754,70.11182243670385,2.556546408005943,0
125,620,73.98572309530735,67.58607066975061,71.40312265623835,5.396170134406333,0
126,443,27.955623460448777,62.59804464756496,56.920622924308496,-10.542881504578894,1
127,228,76.26224653286394,60.7560078974905,63.36783079382698,-2.3045237907104905,0
128,747,57.6856020863005,66.60173223206033,61.473754557984826,-4.491784355970147,1
129,571,73.650708608,61.90798075658412,65.53273924132321,-0.3153046653017668,1
130,162,79.1001551298555,62.93086716349374,70.0552112041673,4.605282085371172,0
131,238,17.85611616307079,60.910965704018146,52.65551285713514,-8.0606630773094,1
132,598,55.54935607234123,56.7683876119136,53.62012726220384,-6.8790528545989815,1
133,692,93.88129080312407,64.00752535527832,67.04051510917725,3.1258735563955113,0
134,491,38.85779729435629,57.04894309254958,57.646275837570265,-2.3838129661381373,1
135,774,63.449478780210896,53.91880782262066,59.58067681845048,-3.3654535158212298,0
136,518,43.23074333589065,58.99373325718462,54.13069899093054,-4.3247044558836265,1
137,388,50.88411749971897,58.06068554266018,53.04850516052669,-3.4817644866551163,1
138,478,59.374280614433786,51.15928350492212,55.15709697849573,-3.99139409818482,1
139,872,59.40297819000796,55.26831968405245,56.57239071566647,-1.1711613324427432,0
140,589,28.155741609721225,48.20957224995452,47.100174347018054,-8.18255599470956,1
141,330,71.611439309185,53.88571144461339,55.270596001073706,0.15780476758067152,0
142,140,17.908130011839113,47.29051394703741,42.81644067132885,-7.1970151356628165,1
143,127,22.494229609781833,39.91450374610703,36.04237031747984,-14.357594943404408,0
144,234,10.243980947289671,30.082704297563374,27.442907194083123,-19.181610139713502,1
145,300,20.50264577275132,28.55208513016938,25.129486720305856,-15.380143527626373,1
146,939,52.5849580946703,24.746788887266447,34.28131051176067,-7.372249802864388,1
147,879,64.54916929502548,34.074996743903725,44.37059677284894,2.6253955819893307,1
148,132,81.48605049698162,45.873360921343675,56.74241468089317,11.809271226609312,0
149,147,19.602932510209246,47.745151233927594,44.3625872906652,2.036209252173826,1
150,602,86.56547140148092,60.95771635967351,58.430215327603776,13.837904723525135,0
151,506,77.13770729938463,65.86826620061638,64.66604598486407,18.595841288337375,0
152,673,46.76664636423252,62.31176161445778,58.69957944465356,11.078466018584251,1
153,827,93.96442603899592,64.80743672286064,70.45452830943435,20.970665989214133,1
154,904,99.18365288116516,80.72358079705182,80.03090316667796,23.774080607347244,0
155,198,28.450162904791352,69.10051909771391,62.83732307938243,6.084172745467583,1
156,783,44.13057264674204,62.4990921671854,56.60173960183564,-2.9752933737002323,1
157,971,93.380448123074,71.8218525189537,68.8613091089151,3.211125937519,0
158,825,74.94368956761494,68.0177052246775,70.88876926181504,3.37535846767355,0
159,646,14.328517956767893,51.04667823979805,52.03535216013267,-11.293004355820685,1
160,838,80.33630335762734,61.423906330365256,61.469002559297564,-1.7635416950429317,1
161,712,84.51467984597427,69.50072777021168,69.1508949881898,0.5090384558688896,0
162,561,77.54517322887821,66.33367279137254,71.94898773508595,4.058822717148601,1
163,742,81.9583417827564,67.73660323440083,75.28543908430944,6.993554526091103,1
164,868,84.26194090235175,81.72328782351761,78.27760635699022,6.8611139205952725,0
165,104,26.77644881093297,71.01131691417872,61.11055384163781,-4.706940492418553,1
166,317,31.21225714584998,60.35083237415387,51.144454943041865,-9.00875641307156,1
167,602,67.03827073481595,58.249451875341414,56.442393540299896,-6.926493468315584,1
168,866,91.70795174162643,60.19937386711541,68.19757960740874,0.8639110075529004,0
169,497,38.457692406684515,51.038524167981976,58.284283873834,-4.472488416322726,1
170,970,62.9476008215551,58.27275457010639,59.838722856407706,-1.918375371577362,1
171,894,71.46838570754193,66.3239802824448,63.71527714011912,-2.8034767337637803,0
172,492,50.67537411691353,63.051400958864306,59.3686427990506,-4.67836697143948,1
173,306,74.24042093697933,59.55789479793488,64.32590217836018,1.1350806502863335,1
174,114,90.97007007629558,70.0603703318571,73.20729147767199,8.8977285456467,0
175,957,66.16913897636539,70.70467796281915,70.86124064390313,7.867444612410424,0
176,653,58.58029557231697,68.12705993577416,66.76759228670775,5.913933366051282,0
177,991,49.487020784950516,67.88938926938155,61.00740178612202,-1.7388047990359112,1
178,560,61.97376438155131,65.43605795829595,61.329522651265115,-3.98014287020127,0
179,790,41.982620663655624,55.638568075767964,54.88055532206195,-8.341139360141064,1
180,674,45.233389918135174,51.451418264121926,51.66483352075303,-7.683981009492392,1
181,963,57.86717317193566,51.308793784045655,53.732280071147244,-7.233991189535772,0
182,842,15.995720115173526,44.61053365009026,41.15342675248934,-15.900187782661874,1
183,340,30.61228518323167,38.33823781042633,37.63971289607012,-16.00922659538857,1
184,663,58.8564379552068,41.71300126873657,44.71195458244902,-9.618740228867452,0
185,195,48.83753288227984,42.4338298615655,46.08714734905929,-6.126640124365544,0
186,999,39.95342073212359,38.851079373603085,44.04257181008073,-3.9198282179964465,1
187,833,75.74942231283713,50.80181981313581,54.6115219776662,5.850765004883044,0
188,584,72.43458466630045,59.16627970974956,60.55254287387763,10.637261809929186,0
189,506,25.005768399404484,52.3961457985891,48.70361804905325,0.828441350566969,1
190,330,89.07662038360944,60.443963298855024,62.16128549390531,12.027537461914186,0
191,848,54.58812637635691,63.37090442770168,59.63689912138918,8.45269228000629,1
192,754,76.73148200251408,63.567316365637076,65.33509341509748,11.526045566683017,0
193,270,61.58357643316498,61.397114719009984,64.08458775445331,9.965839634269734,1
194,640,99.7923354331459,76.35442812575826,75.9871703140175,14.885370917336239,0
195,135,77.71628080349404,74.08236020973519,76.56354047717636,11.536408112139881,0
196,624,73.62824151191131,77.89038323684606,75.58510748875469,9.32699149399285,1
197,259,80.0714745145676,78.55838173925676,77.08056316402566,8.219618699906505,0
198,938,22.881518699362267,70.81797019249622,59.01421500913787,-8.42407095225117,1
199,798,28.409013385251694,56.54130578291739,48.81248113450915,-14.680770749581114,1
200,342,74.26576740012527,55.85120310224363,57.29690988971453,-6.348940555527804,0
201,185,54.45833384177764,52.0172215682169,56.35071787373557,-9.749513025037864,1
202,895,77.9171762674105,51.58636191878547,63.53953733829388,-1.6307398841296248,0
203,677,19.262442766973052,50.86254673230762,48.780505814520275,-13.445964440454588,1
204,781,58.283321633613525,56.83740838197999,51.94811108755136,-8.741012470015121,0
205,656,44.09394090012241,50.803043081979425,49.33005435840838,-9.901599571404546,1
206,673,51.13001973535105,50.13738026069411,49.93004281738928,-5.246418137607428,1
207,745,64.35620848652613,47.42518670451723,54.738764707101566,0.675643111852203,0
208,895,55.20595127162771,54.613888405448165,54.89449356194362,2.3665628200512074,1
209,127,58.587457340155304,54.674715546756524,56.12548148801419,5.38788551065614,0
210,719,53.7721733796047,56.61036204265298,55.34104545187769,2.02922825116611,0
211,655,46.80596593769439,55.74555128312164,52.49601894714992,-2.348877632931881,1
212,439,79.46937825384205,58.76818523658483,61.4871387160473,6.208607898155755,0
213,897,11.098276508624007,49.946650283984084,44.69085131357287,-6.974341393222531,1
214,430,63.85984310847043,51.00112743764712,51.08051524520539,0.5867669683216619,0
215,739,60.895751259067644,52.425843013539705,54.35226058315948,0.3890699319345359,1
216,605,74.4561167259657,57.95587317119397,61.05354596409489,5.742622388507257,0
217,447,63.91264282995938,54.84452608641743,62.00657825271639,5.044096182975679,1
218,572,84.41189450281705,69.50724968525604,69.47501700274995,9.739045369053748,1
219,330,96.3167315107625,75.99862736571446,78.42225517208746,16.022906619704884,0
220,289,40.827183146068904,71.9849137431147,65.89056449674794,4.6894466214952715,0
221,324,30.461588472698832,63.186008092461336,54.08090582206491,-4.776389647566376,1
222,484,48.12371761784346,60.02822305003815,52.095176420657765,-6.291414402160093,0
223,476,35.91366548281535,50.32857724603781,46.70133944137696,-10.777559676867654,1
224,382,65.34552368373889,44.13433568063308,52.91606752216427,-3.3858437152384155,1
225,732,92.06671679586682,54.382242410592674,65.96628394673179,2.9170026853922124,0
226,727,22.52045747287557,52.794016210628016,51.48434178877972,-8.11999066959362,0
227,844,19.071514271429784,46.98357554134528,40.68006594966308,-15.438913426407112,1
228,358,33.0413978668296,46.409122018148125,38.13384325538526,-14.533909549090247,1
229,458,75.34860274561606,48.40973783052357,50.53876308546219,-3.081986378651372,0
230,809,63.36666147329394,42.66972676600899,54.814729214739444,2.9477491697528038,0
231,555,19.199139780267963,42.00546322748747,42.942866069915624,-2.4976479975298034,1
232,510,92.68754700346719,56.72866977389494,59.52442638109948,9.762215325537525,0
233,748,81.10761734116781,66.3419136687626,66.71882336778893,12.736109906521229,0
234,417,12.072034430887376,53.68660000581686,48.503227055488416,-2.475179473532947,1
235,776,68.62304898894214,54.7378775089465,55.20983436663966,1.505645878774402,1
236,324,79.41220016677642,66.7804895862482,63.27728963335191,8.40087810523353,0
237,918,43.699183274837985,56.98281684052235,56.75125418051394,5.905470445814622,0
238,333,16.20293854304969,44.00188108089872,43.23514896802586,-7.084174855854634,1
239,783,16.958895893990853,44.97925337351941,34.47639794334753,-15.66687434907972,1
240,763,19.382226944662854,35.13108896466356,29.445007610452638,-19.56000043846071,1
241,926,85.63956687823806,36.37656230695588,48.17652736638111,-1.6860610269174074,1
242,473,91.96175784301417,46.02907722059113,62.77160419192546,10.526091101150257,0
243,771,21.052970366116043,46.99908358520439,48.86539291665566,-3.534606056273553,1
244,707,31.231543113557308,49.85361302911768,42.987442982289544,-4.291222333147175,0
245,571,24.896845933056078,50.95653682679633,36.95724396587839,-5.63719039888236,1
246,332,26.768879154470863,39.182399282042894,33.56112236207588,-10.258049062983496,1
247,791,85.37417101022429,37.864881915484915,50.83213857812535,5.61704031795913,0
248,212,39.89317713894451,41.632923270050604,47.18581809839841,5.2639717572181866,0
249,929,38.029983764107705,42.99261140016069,44.13387332030151,2.6844602716821413,0
250,596,30.465605878940135,44.1063633893375,39.57778417318106,-3.060184486762509,1
251,541,64.71049544148329,51.69468664673998,47.95535459594847,1.3380859737138664,0
252,663,44.137512854699395,43.447355015635004,46.682740682198784,-1.9974684325388736,1
253,367,76.982468665896,50.86521332102531,56.78265001009785,8.823865746388712,0
254,609,28.502182753807375,48.95965311896524,47.35582759133437,4.685341251725788,1
255,906,80.90108998430432,59.04674994003807,58.537581722324354,10.879752081200088,0
256,485,64.33493785571251,58.97163842288391,60.470033766787076,10.053587897149868,0
257,486,20.284057005011896,54.20094725294641,47.074708179528685,-2.957338612771501,1
258,212,47.30541257832649,48.265536035432525,47.15160964579462,-4.5918149318268675,1
259,712,87.71663265516612,60.10842601570427,60.67328398225179,8.73465426755181,1
260,724,93.06642086186363,62.541492191216136,71.47099627545575,15.101262917179177,0
261,180,51.91301100869319,60.05710682181227,64.95166785320157,7.425015557876208,1
262,798,53.27532802801662,66.6553610264132,61.059554578139924,1.632092103724851,1
263,212,92.6609252445371,75.72646355965534,71.59334480027232,9.836679842269433,0
264,101,62.83614017229105,70.75036506308031,68.67427659094523,5.359392689809702,0
265,741,12.956200321909451,54.72832095508949,50.10158450126664,-7.877777037870004,1
266,319,92.1474516591216,62.77520908517516,64.11687355388497,0.8337396059721414,0
267,665,32.34037984814367,58.58821944920057,53.52470898530454,-5.711699117928241,1
268,954,61.98687586823925,52.45340957394101,56.345431279616115,-2.6953049913272267,0
269,835,24.896198568517644,44.86542125318632,45.862353709249966,-13.562727691985515,0
270,324,13.049124422193549,44.88400607324314,34.9246106135645,-21.645780107993247,1
271,484,38.03258540194817,34.06103282180845,35.96060220969239,-16.46945124076386,1
272,502,80.24461367914789,43.6418795880093,50.72193936617756,-0.6396301523857062,0
273,737,34.98284553664763,38.24107352169098,45.475574756334254,-4.47514763955855,0
274,229,29.808749267298737,39.22358366144719,40.25329959332242,-7.741874572510568,0
275,152,29.141270590710366,42.44201289515056,36.549289925785075,-6.152579685562337,1
276,783,56.365631416613134,46.10862209808356,43.15473708939443,0.9920765410201753,1
277,829,97.79871841144806,49.61944304454359,61.36939753007897,12.136527140909834,0
278,771,51.30900892153117,52.884675721520296,58.01593466056304,12.186267832859762,1
279,809,60.15748320010431,58.954422508081414,58.72978417374347,10.582025400043477,1
280,515,87.45688161016605,70.61754471197256,68.30548331921767,18.035224067023783,0
281,346,58.15627470402928,70.97567336945578,64.92241378082154,11.880481517335014,0
282,935,26.601658427697046,56.73626137270556,52.14882866311338,-2.0224814341651083,1
283,538,36.96363205898294,53.86718600019592,47.08709646173657,-6.99513419029482,1
284,302,37.89432336417498,49.414554033010056,44.02283876254938,-6.53020102990093,1
285,283,45.75863039118381,41.074903789213614,44.601435972094194,-6.849585891567465,1
286,222,48.41100148030745,39.12584914446925,45.87129114149862,-7.129918406580423,1
287,500,81.98038198668425,50.20159385626668,57.9076547565605,0.5031859254836206,0
288,866,41.44482991443997,51.09783342735809,52.42004647585365,-3.7410222300421268,1
289,393,52.14086455972414,53.94714166646793,52.32698583714382,-0.02926171444163117,1
290,379,66.2478388345947,58.0449833551501,56.967270169627454,3.366120125286706,0
291,936,43.99533526961524,57.16185011301165,52.64329186962338,0.3889874861567222,1
292,983,85.29083319630996,57.8239403549368,63.52580564518558,11.452005296206934,0
293,709,62.87082438106669,62.109139248262146,63.307478557145956,10.8407990684142,0
294,297,36.46402112988744,58.9737705622948,54.35965941472646,1.0711163674788295,1
295,610,74.26532798108454,60.57726839159277,60.994882270179154,4.597864562756385,0
296,851,57.48829571303072,63.27586048027588,59.82602008446302,1.7961713479689436,1
297,243,58.10103021315222,57.83789988364433,59.25102346069275,0.19264140570130195,0
298,708,53.29791535488273,55.92331807840753,57.26665409208942,-2.1989707857833025,1
299,300,54.73107539391241,59.57672893121253,56.42146119269709,-0.7733881357779779,1
300,223,78.88206529596165,60.50007639418796,63.908329227118614,3.5937102835167494,0
301,286,19.268333139818395,52.85608387954549,49.028330531351884,-8.546910793924503,1
302,425,40.09265301794339,49.254408440503724,46.04977136021572,-9.345871147006406,0
303,563,16.79530274235003,41.95388591799717,36.29828182092716,-16.83069130902286,1
304,448,77.79215986727057,46.5661028126688,50.12957450304163,-2.3745091828217753,0
305,870,34.50716692482695,37.69112313844187,44.92210531030341,-5.218340254206687,1
306,759,90.76873688369957,51.991203887218106,60.2043158347688,5.538477290774367,0
307,863,57.39206199933644,55.45108568349671,59.26689788962469,6.007164844109269,1
308,502,82.06747943375089,68.50552102177689,66.86709173766675,11.559093382091312,1
309,445,98.10382920543651,72.56785488941009,77.27933756025666,18.63777262199087,0
310,610,85.58099735109136,82.78262097466295,80.0465574905349,18.714735719251706,1
311,246,88.02943840103711,82.23476127813046,82.70751779403564,18.600832438825393,0
312,247,46.71860458283602,80.10006979483038,70.71121339030243,9.284816427852668,1
313,963,59.655033573340575,75.6175806227483,67.02582011798182,2.2338647860718623,0
314,810,32.84997076389739,62.566808934440495,55.633870333287014,-8.554528144119097,0
315,919,27.650178972410753,50.98064525870437,46.30597321299493,-18.786998283582918,1
316,588,55.495709119543044,44.47389940240556,49.369218515177636,-13.86571541908959,1
317,739,63.55440817303786,47.841060120445924,54.09761506779771,-11.557922303820412,0
318,650,40.53441213065719,44.016935831909244,49.576547422084204,-11.89279622011373,1
319,437,61.24991659871503,49.696924998872774,53.467670480961154,-8.32316104451833,1
320,971,89.87144342621527,62.141177889633674,65.60226146271253,3.161099604527692,0
321,740,60.10494263050295,63.06302459182566,63.769821851976005,4.49523387503563,1
322,878,74.8731786679456,65.3267786908072,67.47094079063254,9.088671037287646,1
323,572,82.47834706221145,73.71556567711806,72.47340954782553,14.553730739382765,1
324,250,98.98559037598984,81.26270043257303,81.31080315721363,19.035542199341386,0
325,514,64.28776619592816,76.14596498651561,75.63645750345181,12.975135493697266,1
326,397,82.61651340663273,80.64827914174155,77.96314280451212,11.15460890786295,1
327,710,96.63843866993872,85.00133114214017,84.18824142632099,11.630685888211161,0
328,362,94.9968753019546,87.50503679008881,87.79111938486554,11.941799998221413,0
329,863,22.697366389994222,72.24739199288969,66.09320171990845,-6.351364184815367,1
330,243,46.57530774461698,68.70490030262745,59.587237061477964,-13.360736811075824,0
331,445,39.15910549961197,60.013418721223296,52.7778598741893,-18.329213073439234,0
332,723,17.82325134553144,44.250381256341846,41.12632369797002,-23.97673324293487,1
333,671,66.99166974198644,38.64934014434821,49.748105712642165,-15.92884515421968,1
334,980,76.23141518764021,49.35614990387741,58.57587553764152,-7.2142617058615315,1
335,101,86.33152859201951,57.30739407335791,67.82775988910086,1.7165241847804538,0
336,996,21.049920069643765,53.68555698736427,52.235146615948494,-7.381449896176399,1
337,403,88.87996682877645,67.89690008401327,64.45008668689115,2.7841401220289015,0
338,353,67.86330072528278,68.07122628067255,65.58782469968837,5.151312524938611,1
339,751,73.35515216246586,67.49597367563767,68.17693385394753,9.680695554820517,1
340,552,91.95616031862735,68.62090002095924,76.10334267550748,17.86049729165773,0
341,136,66.2285143938926,77.65661888580901,72.81173324830252,10.941292197461244,0
342,259,40.22792714348516,67.92621094875075,61.950464546696736,0.6089718792831036,1
343,108,84.25965982803937,71.20548276930207,69.38686297381095,4.286990779028372,0
344,332,42.67532909755815,65.06951815632053,60.48301834839335,-6.687860325724792,0
345,198,13.080529973847622,49.294392087364585,44.68218889021145,-17.996094803228452,1
346,758,84.75890559087247,53.000470326760556,58.04109445709846,-5.347813436610792,0
347,915,41.067293039314805,53.16834350592649,52.38316065117058,-7.23372761314662,1
348,307,79.64510708812062,52.24543295794274,61.470476130153926,-3.0293443857030127,0
349,230,42.64821051993509,52.240009242418125,55.196387593414315,-5.45078656337251,1
350,503,87.49612179772494,67.12312760719358,65.96296566151787,3.679723082027529,0
351,251,29.755947257286284,56.12253594047635,53.89395952677401,-4.756015977284697,1
352,153,97.7092538678983,67.45092810619305,68.4990576404821,9.369657673984157,0
353,219,80.17828973092277,67.55756463475348,72.39213500396232,12.100253759378525,0
354,772,20.281413332835715,63.08420519733361,55.02189444692013,-3.607777313442881,1
355,727,60.919895796990446,57.7689599971867,56.98789489694357,0.303203472501302,1
356,686,98.68305810175612,71.55438216608067,70.8862826318811,9.534280457089004,0
357,724,52.39589074244329,62.49170954098967,64.72281866873517,0.0945364298934237,0
358,519,26.389642493942493,51.73398009359361,51.945093277137616,-7.8190837036266245,1
